name,host_star,discovery_year,discovery_method,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,equilibrium_temperature,equilibrium_temperature_error_min,equilibrium_temperature_error_max,source,last_updated
HD 29021 b,HD 29021,2017.0,Radial Velocity,1420.69297929,212.94503269,-206.58846455,12.9,,,1362.3,4.6,-4.0,2.28,0.07,-0.08,0.459,0.008,-0.008,33.7,6.8,-4.9,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 18438 b,HD 18438,2023.0,Radial Velocity,6674.396547,317.828407,-317.828407,12.1,,,803.0,5.0,-5.0,2.1,0.1,-0.1,0.1,0.1,-0.1,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 203030 b,HD 203030,2006.0,Imaging,3496.112477,1271.313628,-953.485221,14.4595851,0.67253884,-0.44835923,,,,487.1,1.8,-1.8,,,,,,,1040.0,50.0,-50.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 3512 b,GJ 3512,2019.0,Radial Velocity,146.20106722,6.35656814,-3.17828407,14.3,,,203.69,0.09,-0.02,0.337,0.001,-0.001,0.44,0.01,-0.01,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 480 b,GJ 480,2020.0,Radial Velocity,13.2,1.7,-1.7,3.69,,,9.567,0.005,-0.005,0.068,0.001,-0.001,0.1,0.07,-0.07,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1926 b,Kepler-1926,2021.0,Transit,5.97,,,2.31495961,,,42.87770081,,,0.2197,,,0.0,,,89.99,,,451.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-709 b,Kepler-709,2016.0,Transit,8.85,,,2.92,0.18,-0.19,16.08524954,2.644e-05,-2.644e-05,0.1173,,,0.0,,,87.21,,,613.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-713 b,Kepler-713,2016.0,Transit,6.71,,,2.48,0.5,-0.29,7.411141,1.344e-05,-1.344e-05,0.0748,,,0.0,,,87.54,,,905.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 27969 b,HD 27969,2021.0,Radial Velocity,1525.5763536,76.27881768,-73.10053361,12.9,,,654.5,5.7,-5.8,1.552,0.032,-0.033,0.182,0.019,-0.019,,,,261.0,11.0,-11.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
GJ 740 b,GJ 740,2021.0,Radial Velocity,2.96,0.5,-0.48,1.53,,,2.37756,0.00013,-0.00011,0.029,0.001,-0.001,0.24,0.15,-0.14,,,,829.0,40.0,-50.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 136925 b,HD 136925,2021.0,Radial Velocity,266.97586188,24.79061575,-23.51930212,13.9,,,4540.0,160.0,-140.0,5.13,0.12,-0.11,0.103,0.094,-0.07,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 95735 c,GJ 411,2021.0,Radial Velocity,13.6,2.4,-2.3,3.76,,,2946.0,210.0,-180.0,2.94,0.14,-0.12,0.132,0.16,-0.091,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1534 b,Kepler-1534,2016.0,Transit,4.23,,,1.89,0.22,-0.15,5.71668872,2.925e-05,-2.925e-05,0.0599,,,0.0,,,88.04,,,955.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1185 b,Kepler-1185,2016.0,Transit,2.33,,,1.33,0.08,-0.05,104.3518976,0.0006705,-0.0006705,0.4297,,,0.0,,,89.84,,,355.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-163 c,Kepler-163,2014.0,Transit,5.73,,,2.26,0.94,-0.94,21.347262,8.1e-05,-8.1e-05,0.152,,,0.0,,,87.5,,,648.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-567 b,Kepler-567,2016.0,Transit,5.69,,,2.25,0.15,-0.12,16.54297375,4.149e-05,-4.149e-05,0.1229,,,0.0,,,89.41,,,611.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-675 b,Kepler-675,2016.0,Transit,6.53,,,2.44,0.24,-0.16,2.33743801,2.071e-06,-2.071e-06,0.0325,,,0.0,,,88.19,,,1070.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1849 b,Kepler-1849,2021.0,Transit,6.29,,,2.38685349,,,57.29290009,,,0.2597,,,0.0,,,89.99,,,355.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1306 b,Kepler-1306,2016.0,Transit,4.31,,,1.91,0.45,-0.18,16.29595382,7.404e-05,-7.404e-05,0.123,,,0.0,,,89.79,,,678.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-232 b,Kepler-232,2014.0,Transit,9.69,,,3.08,1.47,-1.47,4.431222,1.1e-05,-1.1e-05,0.054,,,0.0,,,87.72,,,1104.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,2020.0,Microlensing,130.0,20.0,-20.0,14.2,,,,,,3.5,0.3,-0.3,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1634 c,TOI-1634,2022.0,Radial Velocity,,,,,,,103.0,5.8,-4.5,,,,0.0,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TIC 139270665 b,TIC 139270665,2024.0,Transit,147.15455244,14.62010672,-14.62010672,7.22979255,0.26901554,-0.24659758,23.624,0.03,-0.031,0.163,0.0027,-0.0033,0.105,0.053,-0.05,89.76,0.17,-0.23,703.0,14.0,-11.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1634 b,TOI-1634,2021.0,Transit,7.57,0.71,-0.72,1.773,0.077,-0.077,0.9893455,6e-06,-6e-06,0.01545,0.00014,-0.00014,0.0,,,86.98,0.41,-0.41,924.0,22.0,-22.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HIP 67522 b,HIP 67522,2020.0,Transit,71.4,,,9.9872018,0.23538859,-0.22417961,6.9594731,2.2e-06,-2.2e-06,0.0748,0.0016,-0.0018,0.064,0.187,-0.049,89.88,1.08,-0.93,1175.0,13.0,-12.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1690 b,Kepler-1690,2020.0,Transit,8.3,,,2.81109223,,,234.636,,,0.7097,,,0.0,,,89.99,,,267.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1367 b,Kepler-1367,2016.0,Transit,0.721,,,0.92,0.07,-0.08,1.574090272,5.238e-06,-5.238e-06,0.0236,,,0.0,,,89.48,,,998.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1369 b,Kepler-1369,2016.0,Transit,7.7,,,2.69,0.42,-0.25,25.873148,0.0001453,-0.0001453,0.1741,,,0.0,,,89.71,,,667.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
gam Psc b,gam Psc,2021.0,Radial Velocity,425.89006538,6.35656814,-98.52680617,13.6,,,555.1,6.0,-2.5,1.32,0.05,-0.08,0.204,0.114,-0.141,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HIP 34222 b,HIP 34222,2021.0,Radial Velocity,263.79757781,,,13.9,,,159.986,2.6753,-2.9256,0.492,,,0.305,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
BD+60 1417 b,BD+60 1417,2021.0,Imaging,4767.426105,1589.142035,-1589.142035,14.68376472,0.67253884,-0.67253884,,,,1662.0,,,,,,,,,1303.0,74.0,-74.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
ups Leo b,ups Leo,2021.0,Radial Velocity,162.09248757,19.06970442,-82.63538582,14.2,,,385.2,2.8,-1.3,1.18,0.11,-0.32,0.32,0.134,-0.218,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,2022.0,Microlensing,5720.911326,953.485221,-635.656814,12.2,,,,,,,,,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 99283 b,HD 99283,2021.0,Radial Velocity,308.29355479,19.06970442,-79.45710175,13.8,,,310.4,5.2,-1.7,1.08,0.05,-0.07,0.2,0.102,-0.146,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HIP 86221 b,HIP 86221,2021.0,Radial Velocity,225.65816897,,,14.0,,,2.224,0.0004,-0.0005,0.031,,,0.086,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1708 b,Kepler-1708,2021.0,Transit,1462.0106722,,,9.96,0.6,-0.59,737.1131,0.00146,-0.0077,1.64,0.1,-0.1,0.4,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,2021.0,Microlensing,2.5,0.6,-0.6,1.39,,,,,,1.9,0.43,-0.43,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 219139 b,HD 219139,2021.0,Radial Velocity,247.90615746,15.89142035,-63.5656814,14.0,,,275.5,2.3,-1.0,0.94,0.06,-0.07,0.11,0.087,-0.081,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 10975 b,HD 10975,2021.0,Radial Velocity,143.02278315,19.06970442,-47.67426105,14.3,,,283.8,12.7,-0.1,0.95,0.06,-0.08,0.442,0.04,-0.389,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HIP 5763 b,HIP 5763,2021.0,Radial Velocity,162.09248757,,,14.2,,,30.014,0.1528,-0.2842,0.17,,,0.054,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,2022.0,Microlensing,2.81,1.08,-0.99,1.49,,,,,,3.14,3.94,-2.33,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,2021.0,Microlensing,664.26137063,533.95172376,-400.46379282,13.4,,,,,,2.14,0.27,-0.39,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,2021.0,Microlensing,959.84178914,772.32302901,-575.26941667,13.1,,,,,,2.73,0.4,-0.53,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,2021.0,Microlensing,1976.89269154,1207.7479466,-1166.43025369,12.7,,,,,,2.8,0.58,-0.89,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,2022.0,Microlensing,5.56,3.84,-2.84,2.22,,,,,,3.09,1.33,-1.05,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
LkCa 15 b,LkCa 15,2015.0,Imaging,,,,,,,,,,14.7,2.1,-2.1,,,,50.0,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 150010 b,HD 150010,2022.0,Radial Velocity,762.7881768,127.1313628,-127.1313628,13.3,,,562.0,8.0,-8.0,1.4,0.1,-0.1,0.2,0.1,-0.1,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,2005.0,Microlensing,1200.0,100.0,-100.0,13.0,,,,,,3.6,0.2,-0.2,,,,,,,55.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
AB Aur b,AB Aur,2022.0,Imaging,2860.455663,,,12.5,,,,,,93.9,49.3,-49.3,0.4,0.2,-0.21,42.6,15.6,-15.5,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
CoRoTID 223977153 b,CoRoTID 223977153,2017.0,Transit,47.6745,31.783,-31.783,6.38913,0.67254,-0.56045,6.71837,1e-05,-1e-05,0.071,0.001,-0.001,,,,89.0,0.5,-0.5,938.0,65.0,-52.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-55 f,Kepler-55,2014.0,Transit,3.15,,,1.59,0.1,-0.1,10.198545,4.5e-05,-4.5e-05,0.081,,,0.0,,,88.27,,,559.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-331 d,Kepler-331,2014.0,Transit,3.33,,,1.64,0.17,-0.17,32.134328,0.000216,-0.000216,0.159,,,0.0,,,89.84,,,346.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 83443 c,HD 83443,2022.0,Radial Velocity,476.7426105,158.9142035,-63.5656814,13.6,,,8241.0,1019.0,-530.0,8.0,0.8,-0.8,0.76,0.046,-0.047,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Ross 508 b,Ross 508,2022.0,Radial Velocity,4.0,0.53,-0.55,1.83,,,10.77,0.01,-0.01,0.05366,0.00056,-0.00049,0.33,0.13,-0.15,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 184010 b,HD 184010,2022.0,Radial Velocity,98.52680617,9.53485221,-12.71313628,12.1,,,286.6,2.4,-0.7,0.94,0.005,-0.001,0.0,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 184010 c,HD 184010,2022.0,Radial Velocity,95.3485221,9.53485221,-19.06970442,11.8,,,484.3,5.5,-3.5,1.334,0.013,-0.005,0.0,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KIC 3526061 b,KIC 3526061,2022.0,Radial Velocity,5768.58558705,139.84449908,-139.84449908,12.1,,,3552.0,158.0,-135.0,5.14,0.16,-0.16,0.85,0.01,-0.01,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,2022.0,Microlensing,11.3,19.2,-6.9,3.37,,,,,,1.11,0.23,-0.2,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2020.0,Microlensing,144.0,137.0,-82.0,14.3,,,,,,2.17,0.78,-0.78,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,2022.0,Microlensing,69.92224954,98.52680617,-38.13940884,9.86,,,,,,1.26,1.41,-1.08,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,2008.0,Microlensing,540.3082919,82.63538582,-82.63538582,13.5,,,,,,5.9,0.7,-0.7,,,,,,,34.0,9.0,-9.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,2023.0,Microlensing,5.27,4.71,-2.72,2.15,,,,,,1.75,0.46,-0.47,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,2022.0,Microlensing,37.1,25.1,-19.5,6.79,,,,,,2.7,0.9,-0.9,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Wolf 1069 b,Wolf 1069,2023.0,Radial Velocity,1.26,0.21,-0.21,1.08,,,15.564,0.015,-0.015,0.0672,0.0014,-0.0014,,,,,,,250.1,6.6,-6.5,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,2023.0,Microlensing,2.32,7.43,-1.56,1.33,,,,,,2.44,0.88,-0.75,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,2022.0,Microlensing,15.5,19.0,-9.7,4.06,,,,,,1.1,0.5,-0.4,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,2022.0,Microlensing,19.05,20.42,-10.14,4.59,,,,,,1.52,0.57,-0.41,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,2022.0,Microlensing,9.2,5.0,-4.1,2.99,,,,,,3.1,0.8,-0.9,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,2022.0,Microlensing,16.3,12.0,-8.5,4.18,,,,,,3.0,0.7,-0.8,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,2022.0,Microlensing,20.1,16.4,-10.7,4.73,,,,,,2.2,0.8,-0.7,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,2021.0,Microlensing,2.48,1.19,-0.98,1.38,,,,,,3.4,0.5,-0.5,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,2022.0,Microlensing,60.38739733,66.74396547,-34.96112477,9.05,,,,,,1.7,0.5,-0.5,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,2023.0,Microlensing,5.59,3.57,-2.83,2.23,,,,,,1.81,0.55,-0.59,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,2022.0,Microlensing,1287.20504835,549.84314411,-587.98255295,13.0,,,,,,2.6,0.6,-0.8,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,2022.0,Microlensing,4.55,2.31,-2.31,1.97,,,,,,2.29,0.56,-0.71,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 74698 c,HD 74698,2023.0,Radial Velocity,126.0,19.0,-19.0,14.0,,,3449.0,189.0,-210.0,4.5,0.2,-0.2,0.2,0.2,-0.1,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 94771 b,HD 94771,2023.0,Radial Velocity,169.0,9.0,-9.0,14.2,,,2164.0,21.0,-20.0,3.48,0.03,-0.03,0.39,0.05,-0.04,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-445 b,Kepler-445,2015.0,Transit,3.12,,,1.58,0.23,-0.23,2.984151,1.1e-05,-1.1e-05,0.0217,,,0.0,,,89.74,0.18,-0.28,401.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 169142 b,HD 169142,2023.0,Imaging,953.485221,635.656814,-635.656814,13.1,,,,,,37.2,1.5,-1.5,,,,13.0,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
CoRoT-3 b,CoRoT-3,2008.0,Transit,6883.91,317.8,-317.8,11.32,0.78,-0.78,4.2568,5e-06,-5e-06,0.05783,0.00085,-0.00085,0.0,,,85.9,0.8,-0.8,1695.0,57.0,-57.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1905 b,Kepler-1905,2021.0,Transit,2.69,,,1.4460734,,,3.42392993,,,0.0451,,,0.0,,,89.16,,,1212.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1426 b,Kepler-1426,2016.0,Transit,3.05,,,1.56,0.33,-0.17,14.2563227,0.000194,-0.000194,0.1187,,,0.0,,,85.33,,,797.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1553 b,Kepler-1553,2016.0,Transit,1.6,,,1.15,0.1,-0.09,4.24261881,2.781e-05,-2.781e-05,0.0481,,,0.0,,,89.08,,,926.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1561 b,Kepler-1561,2016.0,Transit,1.32,,,1.09,0.26,-0.18,1.005207007,5.097e-06,-5.097e-06,0.0194,,,0.0,,,88.34,,,1682.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1579 b,Kepler-1579,2016.0,Transit,0.52,,,0.84,0.06,-0.05,0.849907889,2.927e-06,-2.927e-06,0.014,,,0.0,,,81.86,,,1139.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1914 b,Kepler-1914,2021.0,Transit,8.97,,,2.9429803,,,30.82789993,,,0.1954,,,0.0,,,89.98,,,585.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1453 b,Kepler-1453,2016.0,Transit,7.61,,,2.67,0.44,-0.21,47.1611696,0.0004176,-0.0004176,0.262,,,0.0,,,89.98,,,503.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-712 b,TOI-712,2022.0,Transit,4.85,,,2.049,0.012,-0.08,9.531361,1.8e-05,-1.7e-05,0.07928,0.00096,-0.00091,0.54,0.26,-0.2,88.22,1.1,-0.53,650.0,6.0,-5.9,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1749 c,TOI-1749,2021.0,Transit,14.0,,,2.12,0.12,-0.12,4.4929,0.0038,-0.0027,0.0443,0.0008,-0.0008,0.019,,,88.8,1.0,-0.3,673.0,15.0,-15.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,2023.0,Imaging,2622.08435775,1350.77072975,-1350.77072975,12.6,,,2560.0,730.0,-730.0,0.97,0.05,-0.05,,,,,,,325.0,15.0,-10.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,2023.0,Microlensing,368.68095212,244.72787339,-244.72787339,13.7,,,,,,1.85,0.93,-0.93,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,2023.0,Microlensing,2262.93825784,467.20775829,-467.20775829,12.7,,,,,,1.84,0.44,-0.44,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,2023.0,Microlensing,1061.54687938,603.8739733,-603.8739733,13.1,,,,,,6.99,3.21,-3.21,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1498 b,Kepler-1498,2016.0,Transit,2.33,,,1.33,0.11,-0.09,48.051405,0.0009331,-0.0009331,0.2528,,,0.0,,,89.77,,,564.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-1503 b,Kepler-1503,2016.0,Transit,5.77,,,2.27,0.19,-0.23,96.16987,0.00118,-0.00118,0.3771,,,0.0,,,89.97,,,321.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-968 c,Kepler-968,2016.0,Transit,3.5,,,1.69,0.08,-0.07,5.709404918,9.542e-06,-9.542e-06,0.052,,,0.0,,,87.7,,,644.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
Kepler-599 b,Kepler-599,2016.0,Transit,8.45,,,2.84,0.15,-0.32,15.65562652,3.161e-05,-3.161e-05,0.1128,,,0.0,,,89.42,,,623.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,2023.0,Microlensing,29.87587026,15.89142035,-15.89142035,5.98,,,,,,2.44,1.12,-1.12,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,2023.0,Microlensing,15.4,9.6,-7.4,4.05,,,,,,1.9,0.6,-0.7,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 222155 b,HD 222155,2011.0,Radial Velocity,581.62598481,111.23994245,-82.63538582,13.4,,,3999.0,500.0,-500.0,5.14,0.46,-0.46,0.16,0.22,-0.22,68.0,15.0,-16.0,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 88986 b,HD 88986,2023.0,Radial Velocity,17.2,4.0,-3.8,2.49,0.18,-0.18,146.05,0.43,-0.4,0.58,0.04,-0.04,0.24,0.05,-0.05,89.9,0.1,-0.1,460.0,8.0,-8.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,2023.0,Microlensing,555.24622703,167.49557049,-161.13900235,13.5,,,,,,5.19,0.9,-1.23,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-1107 b,TOI-1107,2022.0,Transit,1064.72516345,57.20911326,-57.20911326,14.57167491,0.56044904,-0.56044904,4.0782387,2.4e-06,-2.5e-06,0.0561,0.0024,-0.0025,0.025,0.023,-0.016,88.63,0.89,-0.96,1728.0,27.0,-27.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,2024.0,Microlensing,343.25467956,486.27746271,-184.34047606,13.8,,,,,,1.41,0.22,-0.27,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 73267 b,HD 73267,2008.0,Radial Velocity,1321.53051631,216.44114517,-164.95294323,13.0,,,1257.99159,0.50697,-0.60358,2.229,0.091,-0.1,0.261,0.004,-0.004,130.843,7.614,-7.66,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,2024.0,Microlensing,1207.7479466,791.39273343,-632.47852993,13.0,,,,,,2.53,0.5,-0.64,,,,,,,,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-4010 d,TOI-4010,2023.0,Transit,38.15,3.27,-3.22,6.18,0.14,-0.15,14.70886,3e-05,-3e-05,0.113,0.001,-0.001,0.07,0.03,-0.03,89.0,0.1,-0.1,650.0,6.0,-6.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-6054.01,TOI-6054,2024.0,Transit,7.47,,,2.642,0.323,-0.207,7.492991423,0.005935358,-0.005545257,0.078513,0.003443,-0.003764,,,,,,,1221.83,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WASP-132 c,WASP-132,2022.0,Transit,6.26,1.84,-1.83,1.841,0.094,-0.093,1.01153624,9.3e-07,-8.6e-07,0.01833,0.00079,-0.00079,0.0,,,88.82,0.67,-0.69,1329.0,123.0,-173.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
TOI-5319 b,TOI-5319,2024.0,Transit,8.4,,,2.83,0.57,-0.59,4.07853,8e-06,-8e-06,0.0506,0.0025,-0.006,,,,89.25,0.53,-0.82,695.0,,,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
WASP-12 b,WASP-12,2008.0,Transit,467.2101,24.15508,-21.93027,22.02564708,0.9863903,-0.97518132,1.091418901,1.8e-08,-1.8e-08,0.0234,0.001,-0.001,0.0447,0.0043,-0.0043,81.8,0.29,-0.27,2601.0,18.0,-18.0,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
HD 15337 b,HD 15337,2019.0,Transit,6.519,0.409,-0.4,1.77,0.032,-0.03,4.7559804,6.2e-06,-3.7e-06,0.05245,0.00085,-0.00072,0.058,0.022,-0.016,89.3,0.48,-0.57,1001.0,11.5,-11.5,NASA Exoplanet Archive,2025-05-17T22:30:38.039600
